R_fighter,B_fighter,Winner name,weight_class,height_dif,reach_dif,age_dif,win_dif,loss_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif
Godofredo Pepey,Noad Lahat,Godofredo Pepey,Featherweight,5.08,-10.16,-3,-1,3,-18.75,-0.25,-0.25
Johny Hendricks,Robbie Lawler,Johny Hendricks,Welterweight,5.08,12.7,-1,-3,-1,-8.88333333,-0.416666667,-1.766666667
Carlos Condit,Tyron Woodley,Tyron Woodley,Welterweight,-12.7,-2.54,-2,-4,2,-22.88888889,-0.888888889,-0.444444444
Diego Sanchez,Myles Jury,Myles Jury,Lightweight,0.0,2.54,7,-9,6,-12.82894737,-0.342105263,0.934210526
Jake Shields,Hector Lombard,Hector Lombard,Welterweight,-7.62,-2.54,-1,-2,1,-23.03571429,0.0,-0.928571429
Ovince Saint Preux,Nikita Krylov,Ovince Saint Preux,Light Heavyweight,0.0,-7.62,8,-1,-1,1.5,1.0,0.0
Kelvin Gastelum,Rick Story,Kelvin Gastelum,Welterweight,0.0,0.0,-7,7,-5,19.57142857,0.428571429,0.5
Raquel Pennington,Jessica Andrade,Jessica Andrade,Women's Bantamweight,-15.24,-12.7,3,0,-1,28.0,-0.5,0.0
Dennis Bermudez,Jimy Hettes,Dennis Bermudez,Featherweight,7.62,12.7,1,-2,0,-9.41666667,0.0,1.916666667
Sean Spencer,Alex Garcia,Alex Garcia,Welterweight,-2.54,-7.62,0,-1,1,-63.0,0.0,0.0
Renee Forte,Francisco Trevino,Francisco Trevino,Lightweight,5.08,-2.54,-6,-1,2,-26.66666667,0.0,-0.666666667
Will Campuzano,Justin Scoggins,Justin Scoggins,Flyweight,-5.08,-10.16,6,1,3,-12.66666667,0.0,0.333333333
Bubba McDaniel,Sean Strickland,Sean Strickland,Middleweight,-5.08,2.54,7,-1,1,-24.5,-1.5,-0.5
Daniel Pineda,Rob Whiteford,Rob Whiteford,Featherweight,5.08,0.0,-2,-3,2,-6.66666667,-0.666666667,-0.666666667
Alexander Gustafsson,Jimi Manuwa,Alexander Gustafsson,Light Heavyweight,-10.16,0.0,-7,-4,2,1.55555556,-0.222222223,-0.222222222
Michael Johnson,Melvin Guillard,Michael Johnson,Lightweight,-2.54,-12.7,-3,6,-5,-17.41428571,0.095238095,0.266666667
Brad Pickett,Neil Seery,Brad Pickett,Flyweight,-5.08,-10.16,1,-3,3,-35.33333333,-0.166666667,-1.5
Gunnar Nelson,Omari Akhmedov,Gunnar Nelson,Welterweight,2.54,2.54,-1,-1,0,-11.5,0.0,-0.5
Cyrille Diabate,Ilir Latifi,Ilir Latifi,Light Heavyweight,-20.32,-20.32,10,-4,2,-18.28571429,-0.142857143,0.285714286
Luke Barnatt,Mats Nilsson,Luke Barnatt,Middleweight,-12.7,-7.62,-5,-2,0,-76.0,-1.0,-1.0
Bradley Scott,Claudio Silva,Claudio Silva,Middleweight,-5.08,-12.7,-7,-1,1,-34.5,-1.0,-0.5
Igor Araujo,Danny Mitchell,Igor Araujo,Welterweight,2.54,-7.62,6,-1,0,-21.0,-1.0,-1.0
Dong Hyun Kim,John Hathaway,Dong Hyun Kim,Welterweight,-2.54,-2.54,6,-2,2,22.54166667,0.291666667,-0.083333333
Sai Wang,Zhang Lipeng,Zhang Lipeng,Welterweight,-2.54,-2.54,5,0,0,0.0,0.0,0.0
Matt Mitrione,Shawn Jordan,Matt Mitrione,Heavyweight,-7.62,-10.16,6,-3,1,0.48888889,-0.444444444,0.4
Hatsu Hioki,Ivan Menjivar,Hatsu Hioki,Featherweight,-12.7,-15.24,-1,2,-1,-13.5,0.025,-1.55
Kazuki Tokudome,Yui Chul Nam,Yui Chul Nam,Lightweight,-5.08,-10.16,-6,-1,1,-38.0,0.0,-1.5
Nam Phan,Vaughan Lee,Vaughan Lee,Bantamweight,0.0,-10.16,-1,0,2,-66.28571429,0.657142857,0.657142857
Albert Cheng,An Ying Wang,An Ying Wang,Welterweight,2.54,8.93,7,0,0,0.0,0.0,0.0
Jumabieke Tuerxun,Mark Eddiva,Mark Eddiva,Featherweight,2.54,2.54,-1,0,0,0.0,0.0,0.0
Ronda Rousey,Sara McMann,Ronda Rousey,Women's Bantamweight,-2.54,-5.08,-6,-1,0,-15.5,-2.0,-1.5
Daniel Cormier,Patrick Cummins,Daniel Cormier,Light Heavyweight,7.62,10.16,1,-2,0,-66.5,0.0,-1.5
Rory MacDonald,Demian Maia,Rory MacDonald,Welterweight,2.54,-10.16,-12,6,-3,-24.97794118,0.375,-0.080882353
Mike Pyle,TJ Waldburger,Mike Pyle,Welterweight,-2.54,2.54,13,-4,1,-6.86904762,1.738095238,0.797619047
Robert Whittaker,Stephen Thompson,Stephen Thompson,Welterweight,0.0,5.08,-8,1,0,-17.08333333,0.0,0.666666667
Alexis Davis,Jessica Eye,Alexis Davis,Women's Bantamweight,0.0,-5.08,2,-2,-1,18.0,-1.5,-0.5
Raphael Assuncao,Pedro Munhoz,Raphael Assuncao,Bantamweight,2.54,-2.54,4,-5,1,-34.5,-0.333333333,-1.0
Cody Gibson,Aljamain Sterling,Aljamain Sterling,Bantamweight,-7.62,0.0,2,0,0,0.0,0.0,0.0
Zach Makovsky,Joshua Sampo,Zach Makovsky,Flyweight,0.0,0.0,1,0,0,2.0,4.0,-4.0
Rafaello Oliveira,Erik Koch,Erik Koch,Lightweight,5.08,0.0,7,0,3,-3.78571429,-0.035714286,-2.0
Ernest Chavez,Yosdenis Cedeno,Ernest Chavez,Lightweight,0.0,-2.54,1,0,0,0.0,0.0,0.0
Lyoto Machida,Gegard Mousasi,Lyoto Machida,Middleweight,2.54,5.08,7,-11,4,48.875,-0.5,-0.8125
Jacare Souza,Francis Carmont,Jacare Souza,Middleweight,5.08,15.24,2,4,0,8.33333333,0.166666667,1.5
Erick Silva,Takenori Sato,Erick Silva,Welterweight,-5.08,-7.62,1,-3,3,-11.5,-0.833333333,-0.333333333
Viscardi Andrade,Nico Musoke,Nico Musoke,Welterweight,2.54,0.0,2,0,0,0.0,1.0,1.0
Charles Oliveira,Andy Ogle,Charles Oliveira,Featherweight,-5.08,-12.7,0,-3,3,13.11111111,-1.111111111,1.0
Cristiano Marcello,Joe Proctor,Joe Proctor,Lightweight,2.54,0.0,8,0,1,-32.5,2.0,-0.333333333
Rodrigo Damm,Ivan Jorge,Rodrigo Damm,Lightweight,5.08,5.08,1,-1,1,23.33333333,-0.333333333,1.333333333
Francisco Trinaldo,Jesse Ronson,Francisco Trinaldo,Lightweight,2.54,5.08,7,-3,1,17.0,-0.8,0.2
Iuri Alcantara,Wilson Reis,Iuri Alcantara,Bantamweight,-12.7,-15.24,4,-2,3,8.33333333,-0.833333333,2.666666667
Felipe Arantes,Maximo Blanco,Felipe Arantes,Featherweight,0.0,-5.08,-4,-1,1,-11.4,0.133333333,0.0
Ildemar Alcantara,Albert Tumenov,Ildemar Alcantara,Welterweight,-7.62,-12.7,9,-2,1,-25.0,-2.0,-2.666666667
Douglas Silva de Andrade,Zubaira Tukhugov,Zubaira Tukhugov,Featherweight,2.54,0.0,5,0,0,0.0,0.0,0.0
Renan Barao,Urijah Faber,Renan Barao,Bantamweight,0.0,-7.62,-7,0,-2,-7.5,0.416666667,-0.041666667
Jose Aldo,Ricardo Lamas,Jose Aldo,Featherweight,2.54,2.54,-4,-1,0,-29.55,1.05,-0.75
Frank Mir,Alistair Overeem,Alistair Overeem,Heavyweight,2.54,2.54,1,-13,6,24.04545455,-0.909090909,-0.530303031
John Lineker,Ali Bagautinov,Ali Bagautinov,Flyweight,2.54,-5.08,-5,-2,1,-11.9,0.5,1.6
Jamie Varner,Abel Trujillo,Abel Trujillo,Lightweight,0.0,-5.08,-1,-1,1,7.58333333,-0.333333333,-1.666666667
John Makdessi,Alan Patrick,Alan Patrick,Lightweight,7.62,15.24,-2,-4,2,-34.42857143,0.0,1.0
Chris Cariaso,Danny Martinez,Chris Cariaso,Flyweight,7.62,10.16,4,-5,3,-48.625,-0.25,-1.0
Nick Catone,Tom Watson,Nick Catone,Middleweight,2.54,2.54,1,-2,2,27.76190476,-0.428571429,-2.571428571
Al Iaquinta,Kevin Lee,Al Iaquinta,Lightweight,-2.54,17.78,5,-2,1,-57.66666667,0.0,-2.0
Clint Hester,Andy Enz,Clint Hester,Middleweight,2.54,2.54,5,-2,0,-46.5,0.0,-0.5
Anthony Rocco Martin,Rashid Magomedov,Rashid Magomedov,Lightweight,-7.62,-7.62,-5,0,0,0.0,0.0,0.0
Neil Magny,Gasan Umalatov,Neil Magny,Welterweight,-10.16,-22.86,-5,-1,2,-34.33333333,0.0,-2.0
Benson Henderson,Josh Thomson,Benson Henderson,Lightweight,2.54,2.54,-5,-4,0,-39.375,-0.75,-1.125
Stipe Miocic,Gabriel Gonzaga,Stipe Miocic,Heavyweight,-5.08,-10.16,-3,7,-5,-39.81176471,0.588235294,-0.541176471
Donald Cerrone,Adriano Martins,Donald Cerrone,Lightweight,-7.62,-2.54,-1,-7,3,-29.72727273,0.727272727,0.090909091
Darren Elkins,Jeremy Stephens,Jeremy Stephens,Featherweight,-5.08,0.0,2,2,-6,2.62745098,-0.581699346,-0.032679738
Alex Caceres,Sergio Pettis,Alex Caceres,Bantamweight,-10.16,-10.16,5,-3,4,33.375,1.625,1.875
Eddie Wineland,Yves Jabouin,Eddie Wineland,Bantamweight,0.0,-2.54,-5,2,1,-9.06666667,0.0,0.433333333
Junior Hernandez,Hugo Viana,Hugo Viana,Bantamweight,-7.62,-5.08,-4,2,0,28.66666667,0.0,0.0
Daron Cruickshank,Mike Rio,Daron Cruickshank,Lightweight,5.08,-2.54,-4,-2,0,-21.4,0.333333333,0.866666667
George Sullivan,Mike Rhodes,George Sullivan,Welterweight,2.54,2.54,8,0,0,0.0,0.0,0.0
Walt Harris,Nikita Krylov,Nikita Krylov,Heavyweight,-5.08,0.0,9,0,0,27.0,2.0,0.0
Luke Rockhold,Costas Philippou,Luke Rockhold,Middleweight,-10.16,-10.16,-5,5,-1,24.85714286,0.285714286,0.428571429
Lorenz Larkin,Brad Tavares,Brad Tavares,Middleweight,5.08,5.08,1,5,0,6.85714286,0.0,1.571428571
TJ Dillashaw,Mike Easton,TJ Dillashaw,Bantamweight,0.0,7.62,-2,-1,0,24.26666667,-1.5,-0.666666667
Yoel Romero,Derek Brunson,Yoel Romero,Middleweight,2.54,10.16,6,0,0,-10.0,1.0,2.0
John Moraga,Dustin Ortiz,John Moraga,Flyweight,-2.54,-2.54,4,-1,1,24.33333333,-0.333333333,3.0
Cole Miller,Sam Sicilia,Cole Miller,Featherweight,-12.7,-17.78,2,-7,4,-3.01666667,-1.216666667,0.416666667
Ramsey Nijem,Justin Edwards,Ramsey Nijem,Lightweight,-2.54,-12.7,-5,-1,0,1.96666667,0.133333333,-0.866666667
Isaac Vallie-Flagg,Elias Silverio,Elias Silverio,Lightweight,7.62,12.7,8,0,0,-27.0,0.0,1.0
Trevor Smith,Brian Houston,Trevor Smith,Middleweight,-2.54,7.62,1,0,0,-87.0,-1.0,-1.0
Alptekin Ozkilic,Louis Smolka,Louis Smolka,Flyweight,10.16,7.62,5,-1,0,-27.0,0.0,-3.0
Vinc Pichel,Garett Whiteley,Vinc Pichel,Lightweight,5.08,0.0,-2,0,0,7.0,0.0,0.0
Charlie Brenneman,Beneil Dariush,Beneil Dariush,Lightweight,0.0,0.0,8,-4,4,-13.375,0.0,-2.375
Tarec Saffiedine,Hyun Gyu Lim,Tarec Saffiedine,Welterweight,12.7,17.78,-1,2,0,44.0,0.0,0.5
Tatsuya Kawajiri,Sean Soriano,Tatsuya Kawajiri,Featherweight,5.08,2.54,11,0,0,0.0,0.0,0.0
Kiichi Kunimoto,Luiz Dutra,Kiichi Kunimoto,Welterweight,2.54,0.0,1,0,0,0.0,0.0,0.0
Kyung Ho Kang,Shunichi Shimizu,Kyung Ho Kang,Bantamweight,-10.16,-17.78,-2,0,2,-17.0,0.0,-4.0
Max Holloway,Will Chope,Max Holloway,Featherweight,12.7,17.78,-1,-3,3,-62.66666667,0.0,0.0
Katsunori Kikuno,Quinn Mulhern,Katsunori Kikuno,Lightweight,17.78,25.4,3,0,-1,9.0,0.0,0.0
Royston Wee,Dave Galera,Royston Wee,Bantamweight,10.16,12.82,-8,0,0,0.0,0.0,0.0
Mairbek Taisumov,Tae Hyun Bang,Mairbek Taisumov,Lightweight,0.0,-5.08,-5,0,0,0.0,0.0,0.0
Dustin Kimura,Jon Delos Reyes,Dustin Kimura,Bantamweight,-2.54,-10.16,-2,-1,1,-15.5,-3.0,0.0
Leandro Issa,Russell Doane,Russell Doane,Bantamweight,0.0,2.54,3,0,0,0.0,0.0,0.0
Chris Weidman,Anderson Silva,Chris Weidman,Middleweight,0.0,-2.54,-9,10,-1,2.59803921,-0.647058824,-2.156862745
Ronda Rousey,Miesha Tate,Ronda Rousey,Women's Bantamweight,-2.54,-7.62,-1,-1,-1,16.0,2.0,2.0
Josh Barnett,Travis Browne,Travis Browne,Heavyweight,7.62,2.54,5,1,-1,-8.25,-0.416666667,0.208333333
Jim Miller,Fabricio Camoes,Jim Miller,Lightweight,5.08,5.08,-5,-10,1,-15.23333333,-0.683333333,0.533333333
Dustin Poirier,Diego Brandao,Dustin Poirier,Featherweight,-5.08,-10.16,-2,-2,1,-22.925,-0.475,1.025
Chris Leben,Uriah Hall,Uriah Hall,Middleweight,2.54,12.7,4,-12,7,15.78571429,-0.476190476,1.19047619
Gleison Tibau,Michael Johnson,Michael Johnson,Lightweight,0.0,5.08,3,-8,3,17.34444444,-0.8,-3.105555556
John Howard,Siyar Bahadurzada,John Howard,Welterweight,10.16,5.08,1,-4,2,-16.875,-0.625,-2.75
William Patolino,Bobby Voelker,William Patolino,Welterweight,2.54,0.0,-12,0,-1,11.5,0.0,0.0
Robert Peralta,Estevan Payan,Robert Peralta,Featherweight,5.08,2.54,-4,-2,1,-23.25,1.0,-0.25
Demetrious Johnson,Joseph Benavidez,Demetrious Johnson,Flyweight,2.54,-2.54,-2,0,1,-24.46428571,0.053571429,-3.857142857
Urijah Faber,Michael McDonald,Urijah Faber,Bantamweight,7.62,7.62,12,0,1,-19.95238096,0.119047619,-0.714285714
Chad Mendes,Nik Lentz,Chad Mendes,Featherweight,5.08,5.08,-1,2,-3,17.5,1.19047619,2.035714286
Joe Lauzon,Mac Danzig,Joe Lauzon,Lightweight,-5.08,-2.54,-4,-4,-1,20.93333334,-1.1,-0.2
Court McGee,Ryan LaFlare,Ryan LaFlare,Welterweight,5.08,-2.54,-1,-3,2,-24.57142857,0.071428571,3.785714286
Danny Castillo,Edson Barboza,Edson Barboza,Lightweight,5.08,10.16,7,0,1,6.57142857,-0.125,-2.678571429
Bobby Green,Pat Healy,Bobby Green,Lightweight,5.08,7.62,-3,-2,-3,-0.33333333,0.166666667,1.166666667
Scott Jorgensen,Zach Makovsky,Zach Makovsky,Flyweight,-2.54,-5.08,1,-3,3,-43.83333333,-0.166666667,-1.166666667
Sam Stout,Cody McKenzie,Sam Stout,Lightweight,7.62,5.08,4,-5,5,-46.4375,1.4375,0.770833333
Abel Trujillo,Roger Bowling,Abel Trujillo,Lightweight,2.54,-5.08,-1,-1,0,-4.33333333,0.833333333,1.5
Darren Uyenoyama,Alptekin Ozkilic,Alptekin Ozkilic,Flyweight,-2.54,2.54,7,-2,1,-11.0,-1.0,-0.666666667
Mauricio Rua,James Te Huna,Mauricio Rua,Light Heavyweight,2.54,-2.54,0,0,4,-6.57142857,-0.220779221,0.116883116
Ryan Bader,Anthony Perosh,Ryan Bader,Light Heavyweight,2.54,2.54,-11,-4,0,-5.83333333,0.166666667,-0.666666667
Pat Barry,Soa Palelei,Soa Palelei,Heavyweight,12.7,17.78,-2,-4,5,8.0,-0.090909091,2.5
Dylan Andrews,Clint Hester,Clint Hester,Middleweight,2.54,10.16,7,-1,0,46.0,0.0,-1.0
Julie Kedzie,Bethe Correia,Bethe Correia,Women's Bantamweight,0.0,0.0,2,0,1,-28.0,0.0,-2.0
Takeya Mizugaki,Nam Phan,Takeya Mizugaki,Bantamweight,-2.54,5.08,-1,-3,-2,34.21428571,0.023809524,-1.69047619
Nick Ring,Caio Magalhaes,Caio Magalhaes,Middleweight,2.54,-2.54,9,-2,1,-34.9,2.3,0.5
Richie Vaculik,Justin Scoggins,Justin Scoggins,Flyweight,2.54,-7.62,9,0,0,0.0,0.0,0.0
Bruno Santos,Krzysztof Jotko,Krzysztof Jotko,Middleweight,10.16,20.32,2,0,0,0.0,0.0,0.0
Ben Wall,Alex Garcia,Alex Garcia,Welterweight,-2.54,-2.54,-2,0,0,0.0,0.0,0.0
Gray Maynard,Nate Diaz,Nate Diaz,Lightweight,7.62,15.24,6,2,-3,13.35897436,0.585470086,-1.551282052
Julianna Pena,Jessica Rakoczy,Julianna Pena,Women's Bantamweight,2.54,-2.54,-12,0,0,0.0,0.0,0.0
Chris Holdsworth,Davey Grant,Chris Holdsworth,Bantamweight,-7.62,-5.08,-1,0,0,0.0,0.0,0.0
Jessamyn Duke,Peggy Morgan,Jessamyn Duke,Women's Bantamweight,5.08,-7.62,-6,0,0,0.0,0.0,0.0
Roxanne Modafferi,Raquel Pennington,Raquel Pennington,Women's Bantamweight,0.0,-5.08,6,0,0,0.0,0.0,0.0
Akira Corassani,Maximo Blanco,Akira Corassani,Featherweight,0.0,7.62,1,-1,-1,-11.5,0.5,0.0
Rani Yahya,Tom Niinimaki,Tom Niinimaki,Featherweight,7.62,5.08,-2,-4,1,-17.0,-1.0,-2.2
Jared Rosholt,Walt Harris,Jared Rosholt,Heavyweight,7.62,5.08,-3,0,0,0.0,0.0,0.0
Sean Spencer,Drew Dober,Sean Spencer,Welterweight,-5.08,-12.7,1,-1,1,-55.5,0.0,0.0
Joshua Sampo,Ryan Benoit,Joshua Sampo,Flyweight,2.54,10.16,5,0,0,0.0,0.0,0.0
Georges St-Pierre,Johny Hendricks,Georges St-Pierre,Welterweight,-5.08,-17.78,2,-8,1,-29.28636364,-0.645454545,-0.927272727
Rashad Evans,Chael Sonnen,Rashad Evans,Light Heavyweight,2.54,-2.54,-2,-6,-2,2.42533937,0.307692308,-0.036199095
Rory MacDonald,Robbie Lawler,Robbie Lawler,Welterweight,-2.54,-5.08,-7,0,-2,-22.57142857,-0.571428571,-0.587301587
Josh Koscheck,Tyron Woodley,Tyron Woodley,Welterweight,-2.54,2.54,4,-14,6,18.77272727,-0.318181818,-1.772727273
Tim Elliott,Ali Bagautinov,Ali Bagautinov,Flyweight,-7.62,-2.54,-2,-1,1,-39.0,-1.0,-1.333333333
Donald Cerrone,Evan Dunham,Donald Cerrone,Lightweight,-7.62,-7.62,-1,0,-1,14.44545455,0.890909091,0.554545455
Ed Herman,Thales Leites,Thales Leites,Middleweight,0.0,2.54,1,-2,3,-3.22222222,0.515873015,0.150793651
Brian Ebersole,Rick Story,Rick Story,Welterweight,-7.62,-5.08,3,4,-4,10.24615385,0.8,0.738461538
Erik Perez,Edwin Figueroa,Erik Perez,Bantamweight,-2.54,2.54,-6,-1,-2,9.0,0.35,-1.05
Jason High,Anthony Lapsley,Jason High,Welterweight,2.54,0.0,-1,-1,2,-4.333333333,-1.666666667,-0.333333333
Will Campuzano,Sergio Pettis,Sergio Pettis,Bantamweight,-7.62,-2.54,7,0,2,-39.0,0.0,-0.5
Cody Donovan,Gian Villante,Gian Villante,Light Heavyweight,0.0,5.08,4,-1,0,13.5,0.0,-0.5
Vitor Belfort,Dan Henderson,Vitor Belfort,Light Heavyweight,-2.54,0.0,-7,-6,2,27.74444444,0.055555556,1.066666667
Cezar Ferreira,Daniel Sarafian,Cezar Ferreira,Middleweight,-10.16,-12.7,-3,-1,-1,0.5,0.0,0.5
Rafael Feijao,Igor Pokrajac,Rafael Feijao,Light Heavyweight,-2.54,7.62,-1,4,-5,-1.5,0.2,0.7
Paulo Thiago,Brandon Thatch,Brandon Thatch,Welterweight,7.62,2.54,4,-4,5,-0.1,-1.2,-0.2
Santiago Ponzinibbio,Ryan LaFlare,Ryan LaFlare,Welterweight,2.54,2.54,-3,1,0,37.0,1.0,6.0
Rony Jason,Jeremy Stephens,Jeremy Stephens,Featherweight,2.54,2.54,2,5,-8,2.33333333,-0.104166667,1.166666667
Godofredo Pepey,Sam Sicilia,Sam Sicilia,Featherweight,2.54,-15.24,-1,0,0,8.66666667,0.0,0.333333334
Thiago Perpetuo,Omari Akhmedov,Omari Akhmedov,Middleweight,5.08,5.08,-1,-1,0,-68.0,0.0,-1.0
Thiago Tavares,Justin Salas,Thiago Tavares,Lightweight,2.54,5.08,-2,-5,5,16.25641025,-1.0,-0.051282052
Adriano Martins,Daron Cruickshank,Adriano Martins,Lightweight,-5.08,0.0,2,3,-1,41.0,0.0,1.0
Jose Maria,Dustin Ortiz,Dustin Ortiz,Flyweight,0.0,0.1,7,0,1,-19.0,-1.0,-1.0
Tim Kennedy,Rafael Natal,Tim Kennedy,Middleweight,2.54,5.08,4,4,-3,-13.375,0.875,0.5
Liz Carmouche,Alexis Davis,Alexis Davis,Women's Bantamweight,0.0,5.08,0,0,1,17.0,2.0,-1.5
Ronny Markes,Yoel Romero,Yoel Romero,Middleweight,-2.54,-5.08,-11,-2,0,-23.66666667,-0.666666667,-3.333333333
Jorge Masvidal,Rustam Khabilov,Rustam Khabilov,Lightweight,-7.62,-2.54,1,0,0,-29.0,-1.0,0.0
Colton Smith,Michael Chiesa,Michael Chiesa,Lightweight,2.54,10.16,1,1,0,-11.33333333,0.0,-2.166666667
Bobby Green,James Krause,Bobby Green,Lightweight,10.16,5.08,0,0,0,42.0,0.0,0.0
George Roop,Francisco Rivera,Francisco Rivera,Bantamweight,-12.7,-10.16,-1,-2,3,10.69444444,0.638888889,-0.055555556
Dennis Bermudez,Steven Siler,Dennis Bermudez,Featherweight,12.7,10.16,0,1,0,-15.66666667,0.166666667,-2.3
Amanda Nunes,Germaine de Randamie,Amanda Nunes,Women's Bantamweight,2.54,5.08,-4,0,0,40.0,0.0,-2.0
Chris Camozzi,Lorenz Larkin,Lorenz Larkin,Middleweight,-7.62,-10.16,-1,-6,2,-13.0,-0.333333333,0.0
Neil Magny,Seth Baczynski,Seth Baczynski,Welterweight,0.0,-15.24,-6,3,-2,-12.14285714,0.714285714,-1.714285714
Derek Brunson,Brian Houston,Derek Brunson,Middleweight,2.54,2.54,-3,-1,0,-41.0,-1.0,-4.0
Lyoto Machida,Mark Munoz,Lyoto Machida,Middleweight,-2.54,-5.08,0,-3,1,-0.50303031,-0.078787878,0.86060606
Jimi Manuwa,Ryan Jimmo,Jimi Manuwa,Light Heavyweight,0.0,-15.24,2,0,-1,-1.83333333,-0.5,-1.166666667
Norman Parke,Jon Tuck,Norman Parke,Lightweight,0.0,7.62,-3,-1,0,-19.0,2.0,-4.0
Alessio Sakara,Nico Musoke,Nico Musoke,Middleweight,0.0,7.62,5,-6,8,-19.92857143,0.0,-0.714285714
Phil Harris,John Lineker,John Lineker,Flyweight,-2.54,7.62,7,2,0,36.25,0.0,-1.0
Al Iaquinta,Piotr Hallmann,Al Iaquinta,Lightweight,-2.54,2.54,0,0,1,-2.0,1.0,0.0
Luke Barnatt,Andrew Craig,Luke Barnatt,Middleweight,-12.7,-2.54,-2,2,-1,-77.25,-1.0,-0.25
Rosi Sexton,Jessica Andrade,Jessica Andrade,Women's Bantamweight,-5.08,-2.54,14,0,0,-24.0,1.0,0.0
Andy Ogle,Cole Miller,Cole Miller,Featherweight,12.7,12.7,-5,7,-5,-4.57142857,1.5,-1.142857143
Jimy Hettes,Rob Whiteford,Jimy Hettes,Featherweight,0.0,-5.08,-4,-2,1,-56.66666667,-1.333333333,-6.0
Bradley Scott,Michael Kuiper,Bradley Scott,Middleweight,-2.54,-7.62,0,1,-1,-21.66666667,0.0,0.333333333
Cain Velasquez,Junior Dos Santos,Cain Velasquez,Heavyweight,7.62,0.0,2,0,0,7.45454545,-0.181818182,-2.090909091
Daniel Cormier,Roy Nelson,Daniel Cormier,Heavyweight,2.54,0.0,-3,5,-4,-40.4,0.1,0.3
Gilbert Melendez,Diego Sanchez,Gilbert Melendez,Lightweight,2.54,-2.54,0,13,-4,-6.72222222,0.777777778,0.333333333
Gabriel Gonzaga,Shawn Jordan,Gabriel Gonzaga,Heavyweight,-5.08,-2.54,6,-7,5,19.875,-0.625,-0.625
John Dodson,Darrell Montague,John Dodson,Flyweight,7.62,2.54,4,-3,1,-44.25,0.0,-0.75
Tim Boetsch,CB Dollaway,Tim Boetsch,Middleweight,5.08,5.08,2,0,1,-14.06060606,0.151515151,0.590909091
Nate Marquardt,Hector Lombard,Hector Lombard,Welterweight,-7.62,-7.62,-1,-9,3,5.13333334,-0.866666667,-1.133333333
George Sotiropoulos,KJ Noons,KJ Noons,Lightweight,0.0,2.54,6,-7,2,18.9,-1.2,-1.6
TJ Waldburger,Adlan Amagov,Adlan Amagov,Welterweight,7.62,2.54,-1,-3,2,25.0,-3.0,4.0
Tony Ferguson,Mike Rio,Tony Ferguson,Lightweight,-2.54,-12.7,-3,-2,0,-22.0,0.25,1.75
Jeremy Larsen,Andre Fili,Andre Fili,Featherweight,2.54,10.16,6,0,2,-32.5,0.0,-1.0
Dustin Pague,Kyoji Horiguchi,Kyoji Horiguchi,Bantamweight,-10.16,-20.32,3,-1,4,-17.4,-1.8,-0.6
Demian Maia,Jake Shields,Jake Shields,Welterweight,-2.54,0.0,1,-9,1,33.35416667,-1.0625,-0.75
Erick Silva,Dong Hyun Kim,Dong Hyun Kim,Welterweight,5.08,5.08,-2,5,-1,18.43636364,-0.363636364,2.327272727
Thiago Silva,Matt Hamill,Thiago Silva,Light Heavyweight,-2.54,5.08,-7,4,1,7.05844156,-0.363636364,1.454545455
Fabio Maldonado,Joey Beltran,Fabio Maldonado,Light Heavyweight,0.0,0.0,2,1,-3,-16.55555556,-0.8,-0.155555556
Rousimar Palhares,Mike Pierce,Rousimar Palhares,Welterweight,0.0,-2.54,0,2,1,21.25757576,-1.022727273,1.227272727
Raphael Assuncao,TJ Dillashaw,Raphael Assuncao,Bantamweight,2.54,2.54,4,0,0,-6.8,1.0,0.4
Ildemar Alcantara,Igor Araujo,Igor Araujo,Welterweight,-2.54,-2.54,-2,-2,0,-28.5,-1.5,-2.5
Yan Cabral,David Mitchell,Yan Cabral,Welterweight,2.54,7.62,-3,1,-3,28.25,2.0,0.75
Iliarde Santos,Chris Cariaso,Chris Cariaso,Flyweight,-5.08,-7.62,1,4,-1,24.85714286,0.285714286,0.642857143
Alan Patrick,Garett Whiteley,Alan Patrick,Lightweight,2.54,-5.08,-2,0,0,0.0,0.0,0.0
Jon Jones,Alexander Gustafsson,Jon Jones,Light Heavyweight,2.54,-12.7,0,-5,0,-13.33653846,0.009615385,-0.75
Renan Barao,Eddie Wineland,Renan Barao,Bantamweight,2.54,-2.54,-3,-3,-2,-15.1,-0.4,-1.5
Brendan Schaub,Matt Mitrione,Brendan Schaub,Heavyweight,-2.54,2.54,-5,1,1,6.25,0.375,-1.125
Costas Philippou,Francis Carmont,Francis Carmont,Middleweight,10.16,12.7,2,0,1,-9.03333333,0.466666667,0.9
Pat Healy,Khabib Nurmagomedov,Khabib Nurmagomedov,Lightweight,-5.08,-10.16,5,4,2,-6.75,-0.25,3.5
Mike Ricci,Myles Jury,Myles Jury,Lightweight,-5.08,-10.16,3,2,1,-3.66666667,0.666666667,0.666666667
Ivan Menjivar,Wilson Reis,Wilson Reis,Bantamweight,-5.08,2.54,3,-4,3,-21.57142857,-0.714285714,-0.285714286
Chris Clements,Stephen Thompson,Stephen Thompson,Welterweight,5.08,12.7,7,1,0,-1.66666667,0.0,0.666666667
Mitch Gagnon,Dustin Kimura,Mitch Gagnon,Bantamweight,5.08,15.24,4,0,1,0.0,4.5,-0.5
