height_dif,reach_dif,age_dif,win_dif,loss_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,weight_class_encoded
-15.24,-17.78,4,-2,1,-3.25,0.0,-0.05,8
10.16,2.54,0,-1,1,0.49,-0.4,0.43,3
-5.08,-5.08,2,0,1,0.08,-1.8,-0.32,4
-10.16,-15.24,-4,-2,1,-0.06,0.5,2.24,2
5.08,5.08,-6,-3,1,0.2,-1.3,0.51,10
-5.08,5.08,7,9,9,1.89,1.0,-0.38,1
-5.08,0.0,-11,-13,-7,2.81,-0.8,-0.69,1
2.54,7.62,-3,-3,-4,4.91,-1.9,-2.06,0
-2.54,2.54,-3,-7,-6,0.37,-0.1,1.18,3
-2.54,-2.54,-4,0,0,-0.22,0.0,0.09,0
2.54,-5.08,-2,1,1,2.8,0.3,0.46,4
2.54,2.54,2,1,1,0.4,-0.4,-4.0,7
-2.54,5.08,7,6,4,-1.16,0.5,0.76,5
2.54,5.08,-5,-3,-1,-1.0,-1.1,1.75,3
-7.62,-10.16,10,-1,3,0.56,-1.6,0.91,7
-12.7,-5.08,1,0,0,0.13,0.7,0.34,3
7.62,7.62,6,2,3,0.64,0.3,0.48,8
2.54,-2.54,-3,0,-1,1.95,0.0,0.14,8
-5.08,2.54,-2,2,-3,0.58,0.0,1.38,8
-2.54,-12.7,-4,0,1,1.28,-1.5,-1.94,2
5.08,2.54,-6,-5,-3,0.65,0.9,0.11,1
5.08,2.54,2,-2,0,-0.8,0.0,2.25,2
-2.54,-2.54,1,-2,1,-0.11,-0.6,-2.02,4
-10.16,-5.08,8,4,4,-2.37,0.4,2.02,8
5.08,0.0,-6,-12,-5,0.05,-0.5,0.09,1
0.0,7.62,-5,-6,-2,1.87,0.7,-2.43,7
-15.24,-10.16,-5,-1,0,-5.87,0.0,-1.75,4
-10.16,-15.24,-4,1,1,-2.76,0.6,2.33,7
-2.54,-2.54,1,0,-1,-0.43,-0.1,-0.29,3
0.0,-15.24,-4,-1,0,-2.41,-0.6,-0.15,6
-10.16,0.0,2,2,4,-3.61,0.3,2.61,11
10.16,15.24,2,0,-1,0.44,0.0,0.53,8
2.54,-2.54,0,-1,-1,1.93,-0.2,1.31,12
7.62,2.54,6,-4,0,3.27,-0.7,-2.58,7
2.54,-7.62,-9,-3,-3,-1.4,0.1,0.88,2
-17.78,-7.62,-5,-15,-8,0.93,-0.4,-0.68,8
0.0,-10.16,2,-3,-8,-1.95,0.9,0.95,1
2.54,5.08,-3,-1,-1,-1.39,0.0,-2.89,10
-5.08,-10.16,1,0,-1,-1.79,-0.4,2.0,7
-2.54,-10.16,-2,-2,0,0.32,-0.5,0.0,10
5.08,15.24,0,2,0,1.74,-1.3,1.75,3
-5.08,-7.62,4,-15,-8,1.23,-1.1,-0.61,3
-2.54,-10.16,-5,-1,1,-1.35,-0.1,1.69,3
-7.62,-7.62,-2,-2,-1,-1.41,0.2,1.29,6
-12.7,0.0,2,-4,-3,0.57,-0.1,1.85,4
0.0,0.0,5,9,7,-3.13,0.0,0.15,7
0.0,15.24,-10,-15,-8,-0.37,1.0,0.55,2
-5.08,2.54,5,-2,-4,-2.53,0.1,2.66,7
0.0,7.62,3,0,2,-4.26,0.4,1.44,2
5.08,-5.08,4,1,-1,-1.61,-0.3,-1.38,4
2.54,-7.62,0,-1,-1,0.38,-0.3,-4.7,4
2.54,-2.54,-6,-1,-3,1.13,0.3,2.17,7
-2.54,-2.54,0,-4,-1,0.56,-0.5,-2.3,3
-7.62,-7.62,1,4,3,-1.32,0.7,1.12,4
-5.08,-2.54,-8,-22,-11,0.62,-0.8,-0.75,1
-10.16,-12.7,-3,-11,-6,0.75,-0.1,-1.84,1
-15.24,-12.7,1,2,3,-0.04,0.2,1.14,8
-5.08,-7.62,-2,-2,-2,-0.96,0.0,6.05,3
7.62,-2.54,-4,-1,0,-0.21,0.8,-0.95,2
10.16,-2.54,3,1,1,-0.1,0.9,-3.4,7
5.08,10.16,-4,0,-1,1.71,-0.6,-2.61,2
7.62,10.16,4,-1,-1,-0.8,5.2,0.0,1
-2.54,7.62,-3,-5,-2,2.42,-0.4,0.62,0
-10.16,-10.16,5,12,9,1.08,0.5,0.7,7
0.0,2.54,1,0,1,-2.2,-0.3,0.02,2
0.0,-10.16,1,0,0,0.01,-0.4,-4.58,6
-5.08,-2.54,-7,-5,-9,2.65,-0.2,9.41,11
5.08,7.62,4,0,1,-1.76,0.2,1.41,7
-5.08,5.08,-5,-1,-1,1.97,1.6,-0.92,4
10.16,7.62,3,-2,0,-1.82,0.0,-1.5,11
10.16,5.08,-3,0,0,-0.49,0.0,-0.75,2
5.08,5.08,-8,-3,-2,-4.46,0.6,1.29,7
-2.54,-5.08,3,4,8,-0.41,0.2,-1.73,1
2.54,5.08,-3,2,3,-2.23,0.3,0.65,11
-10.16,-10.16,-4,3,4,3.13,0.0,0.33,4
5.08,-2.54,0,2,-2,-0.31,0.7,3.25,2
-5.08,-5.08,-7,-6,-7,1.26,1.4,4.5,0
10.16,5.08,-3,-5,-3,0.86,0.1,-1.39,1
-2.54,-2.54,-7,-3,-1,-1.53,0.5,1.5,1
2.54,2.54,-5,-1,-2,0.48,1.4,0.81,2
5.08,-5.08,5,1,0,1.04,-0.5,-0.5,7
-2.54,0.0,-3,-1,0,-3.15,0.0,0.0,6
2.54,0.0,-14,0,-2,-1.05,-0.4,2.56,3
-2.54,0.0,-4,1,0,1.1,0.0,-3.0,10
-7.62,-15.24,4,0,1,2.28,-2.3,-6.96,11
-7.62,-5.08,-1,-2,3,-1.16,0.1,0.52,2
2.54,2.54,-11,-18,-13,2.38,-0.2,-0.45,8
-2.54,0.0,-10,-4,-2,-1.95,2.0,7.31,2
0.0,-2.54,6,0,3,0.66,-0.1,-2.13,4
-15.24,-7.62,4,-3,-2,0.3,-1.2,1.83,3
2.54,12.7,10,0,0,-1.3,0.6,4.18,8
-7.62,-15.24,-11,-4,-4,0.27,-0.6,1.5,11
2.54,5.08,-1,3,4,1.08,1.8,-4.82,2
0.0,5.08,-3,-2,-3,-0.93,0.0,0.19,3
7.62,0.0,5,0,2,-0.08,-0.1,-5.63,6
7.62,17.78,1,3,1,-0.4,-0.2,-1.3,2
2.54,2.54,0,-2,0,2.47,0.1,-1.44,7
0.0,-7.62,-4,-7,-8,1.0,3.1,-0.07,2
-2.54,-2.54,-7,1,-2,-1.0,1.7,0.23,11
7.62,7.62,5,-3,-6,3.55,0.0,0.25,1
2.54,-2.54,-10,-18,-14,0.03,-1.0,0.76,3
2.54,2.54,-7,-7,-3,-0.06,-0.2,2.84,3
17.78,17.78,-12,-9,-7,2.34,0.0,0.0,3
7.62,0.0,3,-2,-1,0.92,0.0,0.51,8
0.0,5.08,-3,-1,-1,-0.78,-0.5,3.55,6
-2.54,0.0,1,1,3,-1.87,1.3,1.45,7
-15.24,-12.7,6,1,0,-0.39,0.0,-0.23,0
5.08,-7.62,5,-2,-1,2.5,-0.3,-1.01,1
0.0,7.62,-4,-4,-1,-2.28,0.4,-1.66,8
5.08,2.54,-9,-5,-3,3.38,0.5,-0.4,1
-10.16,-5.08,3,0,3,-1.47,-0.8,-0.62,6
-5.08,5.08,-2,-5,-3,3.99,-0.9,-0.29,4
-2.54,0.0,8,2,-1,2.2,0.3,-3.9,3
2.54,-7.62,-7,-4,-1,-2.31,-0.4,-0.39,0
-2.54,-12.7,4,0,0,-1.18,0.0,1.18,1
-7.62,-10.16,-1,1,1,0.68,0.0,0.69,0
7.62,2.54,8,1,-1,-1.56,0.0,-0.12,7
-10.16,5.08,4,1,-3,-0.15,0.0,0.07,2
5.08,10.16,-9,-6,-4,0.28,0.1,-2.19,2
-2.54,12.7,4,0,5,-0.25,0.5,1.7,1
-7.62,-5.08,3,-1,0,-3.1,2.0,4.0,11
-5.08,-7.62,4,-1,1,-2.45,0.5,1.07,6
0.0,0.0,4,-4,-2,-0.05,0.0,0.0,8
12.7,10.16,-14,-1,-4,0.87,-0.3,0.32,5
-5.08,-7.62,-14,-2,0,0.75,1.3,2.37,3
5.08,5.08,4,-2,-2,-0.28,1.9,0.38,2
-7.62,-12.7,1,-4,-2,3.35,-0.2,-4.15,6
2.54,5.08,-7,1,-1,-0.32,2.2,-0.67,10
5.08,5.08,-5,-1,-1,-0.63,-0.6,-2.56,0
-2.54,-12.7,5,-3,-1,0.44,1.0,1.3,7
0.0,-2.54,9,-1,1,-0.34,0.2,1.82,6
2.54,-5.08,1,3,0,0.12,1.4,0.93,10
10.16,12.7,-3,-4,-4,-2.91,0.6,0.88,11
-2.54,5.08,7,-1,-2,0.31,-0.7,1.03,7
2.54,7.62,-3,-15,-5,-0.67,-2.0,-1.47,6
-7.62,-5.08,1,-4,-2,-2.34,0.0,-0.18,3
-5.08,0.0,-5,-1,-4,-0.57,-0.6,0.52,4
-5.08,-5.08,10,-1,2,-1.54,-0.3,1.06,11
-7.62,-12.7,6,0,1,-4.77,0.8,1.68,1
5.08,5.08,-7,-1,-5,0.36,0.1,-1.18,0
10.16,7.62,-1,-11,0,-2.74,-0.4,-1.98,12
0.0,10.16,3,4,3,-1.15,0.8,-0.37,6
-5.08,0.0,3,3,4,2.33,-0.9,-2.66,3
5.08,5.08,-8,-8,-6,-0.04,0.1,0.05,0
-2.54,0.0,-6,-6,-1,1.16,0.4,-1.89,6
0.0,12.7,2,-2,0,0.97,0.0,2.29,6
5.08,5.08,-8,-19,-7,-0.15,-0.6,1.34,10
-2.54,5.08,-1,1,1,2.2,-1.2,-1.15,10
-2.54,7.62,-3,-1,-6,0.87,-0.9,-3.26,10
-2.54,-15.24,2,-2,-1,9.69,0.0,0.0,0
2.54,2.54,-2,7,4,-1.69,-0.6,-0.76,1
2.54,5.08,4,-1,0,4.15,-0.7,-0.42,11
-2.54,17.78,4,0,1,-12.33,0.0,0.0,3
-5.08,2.54,3,-2,-1,-1.87,0.0,0.69,6
0.0,7.62,-2,-1,-1,1.9,0.5,1.13,8
0.0,-5.08,0,-3,-4,-0.92,-1.3,-0.16,0
-5.08,7.62,-3,-1,-2,-1.57,-0.7,0.2,6
2.54,0.0,1,-12,-10,-2.75,0.2,0.4,7
0.0,-5.08,-3,0,0,-0.72,1.2,-0.54,3
2.54,5.08,-13,-5,-5,2.38,-0.6,-0.13,5
5.08,0.0,-3,1,-1,0.51,0.0,10.86,6
0.0,5.08,4,-1,-1,-1.08,0.0,0.02,0
-2.54,-2.54,6,7,2,-1.0,0.0,-6.12,8
-5.08,0.0,2,-1,0,1.56,-0.3,-0.57,5
-5.08,0.0,-4,-2,-3,0.13,2.6,1.24,7
2.54,-10.16,-12,-5,-6,8.31,-2.4,-2.38,8
7.62,-5.08,-7,-3,0,0.73,1.6,-2.2,2
5.08,2.54,-15,-19,-18,3.81,1.6,3.09,8
-2.54,-2.54,1,-4,-2,-2.61,0.0,-0.31,7
-2.54,5.08,-7,-9,-10,0.77,-0.1,0.52,6
10.16,5.08,-1,3,2,-1.95,0.9,1.32,7
0.0,0.0,-8,-1,-4,2.3,1.7,6.07,4
0.0,2.54,-9,-1,-1,-0.25,2.8,2.42,6
2.54,5.08,2,-2,-1,-0.83,-0.3,-2.55,8
-5.08,-12.7,1,0,3,-1.35,0.6,-1.17,1
0.0,2.54,5,0,2,-0.67,0.2,-0.63,4
5.08,2.54,3,-6,-4,-0.1,0.4,0.29,2
0.0,-7.62,6,0,2,1.36,0.5,-5.87,7
10.16,-7.62,0,0,-2,-1.07,2.6,-1.45,2
0.0,5.08,-4,-1,2,3.18,-1.5,-0.78,2
7.62,7.62,0,-4,2,-1.64,0.6,-0.47,1
-2.54,-10.16,-1,0,-2,0.35,-1.1,2.02,11
2.54,-20.32,-4,-1,-1,-0.27,0.2,0.3,9
12.7,17.78,3,1,-1,-0.29,0.0,0.0,1
7.62,0.0,-8,-27,-13,1.05,-0.6,-0.75,8
-12.7,-5.08,11,12,7,-3.18,-0.2,1.21,6
0.0,2.54,-3,-6,-3,-4.2,-1.1,-1.08,10
2.54,-5.08,-5,5,2,-1.09,0.1,0.71,3
-7.62,-7.62,5,6,3,-1.82,0.6,2.86,3
5.08,-12.7,3,-2,-3,-4.12,0.0,4.0,0
0.0,12.7,-5,-3,-1,5.25,-0.7,-2.01,4
-5.08,-5.08,-4,2,-1,-0.65,1.5,1.56,7
0.0,5.08,0,-9,-4,-0.14,-1.3,-0.71,3
-10.16,-10.16,4,-8,-5,-0.9,1.2,1.83,3
0.0,-2.54,1,1,-2,2.52,-0.1,1.5,4
2.54,2.54,-2,-3,-3,0.4,0.5,-1.65,2
-7.62,2.54,-6,1,-1,-0.33,1.7,1.9,11
2.54,12.7,-3,-5,-2,-1.09,0.9,2.67,2
0.0,-7.62,9,5,3,-0.41,-0.2,1.78,5
5.08,-5.08,2,-4,-1,0.25,-0.2,0.0,0
-2.54,10.16,-10,-11,-8,0.98,-1.2,-0.41,9
-2.54,-5.08,5,-1,1,1.85,-3.2,-1.19,10
5.08,12.7,0,7,2,1.89,-0.8,-1.21,1
5.08,10.16,3,-6,-4,3.52,-1.0,2.61,1
7.62,7.62,-5,1,1,-0.35,1.7,2.61,0
-7.62,-2.54,-4,-1,-6,1.63,-0.1,0.33,4
-2.54,-5.08,6,-2,-1,-0.18,-1.6,-0.64,10
-5.08,-12.7,6,3,3,1.37,-1.6,-0.13,7
7.62,0.0,-4,-3,-2,0.85,0.1,-2.56,2
2.54,-5.08,0,-5,-2,-3.21,-0.2,-6.61,6
-7.62,-17.78,3,-2,0,-1.5,-1.3,-0.66,10
12.7,-7.62,-1,1,3,1.04,1.0,-1.81,2
10.16,7.62,-6,1,1,3.79,0.0,0.0,10
-5.08,-5.08,-3,-1,-2,-5.87,0.0,-0.77,3
-5.08,-5.08,7,0,0,0.0,0.0,0.0,6
5.08,7.62,0,-1,0,-4.85,0.0,-4.65,4
0.0,7.62,3,-11,-4,-1.46,-0.4,0.25,7
-5.08,0.0,4,2,1,0.12,0.4,1.05,1
0.0,-5.08,-2,0,2,0.24,0.0,0.78,1
5.08,-5.08,5,1,4,-1.64,0.0,1.0,2
5.08,5.08,-2,0,0,4.05,0.0,-2.63,2
0.0,10.16,1,-1,-2,-4.79,-0.4,-0.44,5
0.0,-2.54,1,0,0,-0.21,0.0,0.0,8
-5.08,2.54,3,3,-1,-1.09,-2.7,1.06,1
-5.08,-5.08,0,-3,-2,1.22,-0.9,-0.77,5
2.54,-5.08,1,0,-1,0.03,0.0,1.0,7
-2.54,0.0,-7,-5,-3,0.7,0.2,0.18,1
2.54,0.0,-6,-9,0,0.2,1.0,0.21,6
-2.54,10.16,-1,-1,-1,0.65,-0.5,-1.76,1
-5.08,-10.16,-1,-3,1,-1.83,-0.4,-0.2,6
5.08,5.08,-3,-2,-2,1.13,-0.1,-1.41,8
2.54,0.0,-3,-9,-6,1.91,-0.7,-0.17,1
-7.62,2.54,6,1,2,-0.62,0.2,1.66,5
22.86,7.62,0,0,0,-1.66,0.3,-3.58,9
-2.54,-12.7,-2,3,2,-1.47,-0.1,0.64,4
5.08,7.62,6,-1,3,-4.75,0.4,1.48,2
0.0,-2.54,-1,-2,1,1.12,-6.4,1.47,10
0.0,10.16,-3,-4,-2,0.62,-0.3,-3.11,9
2.54,5.08,5,-3,-5,2.24,-1.7,-2.19,3
-2.54,2.54,5,-3,1,-1.35,-0.2,2.88,11
-5.08,-22.86,13,10,6,-2.21,0.6,1.36,2
0.0,-10.16,6,11,8,-1.12,-0.6,-0.78,8
-2.54,-2.54,-2,-13,-5,-1.23,1.3,0.46,7
7.62,2.54,4,3,3,0.73,0.6,0.44,3
10.16,10.16,-2,0,0,2.63,0.3,-1.72,7
10.16,10.16,-3,-8,-4,-0.3,-0.1,-0.68,11
-7.62,-2.54,13,-2,1,-0.25,-2.2,1.07,7
-2.54,-7.62,-5,-3,-1,-0.75,0.0,-0.52,2
2.54,-2.54,-8,-17,-10,5.26,-0.6,-1.23,0
-2.54,-7.62,-1,-4,-3,0.46,0.0,-0.18,3
-2.54,-2.54,-5,-1,1,-0.88,1.9,2.54,0
-2.54,2.54,1,-2,-4,-0.84,-1.3,0.97,6
-2.54,7.62,-12,-9,-7,-2.24,2.0,1.39,3
10.16,5.08,9,0,1,1.33,-2.1,-3.78,7
0.0,5.08,-3,-7,-7,-0.17,0.5,0.22,8
-10.16,-2.54,-2,-4,-4,0.43,-0.6,2.35,0
-10.16,-2.54,2,-1,1,-0.84,-1.1,0.25,1
-10.16,-10.16,4,-2,1,-0.25,-1.7,1.22,8
10.16,5.08,4,-1,1,4.4,0.0,-2.24,7
-2.54,0.0,-3,-3,-3,-3.44,0.0,2.97,5
-12.7,-5.08,-3,0,-1,-3.61,0.0,0.52,7
-12.7,-7.62,3,0,-1,-2.69,-0.2,0.3,6
-7.62,-15.24,-3,0,-2,-0.43,1.3,0.14,4
-2.54,-2.54,6,-1,0,-4.38,-1.4,-0.68,10
10.16,12.7,-5,-3,-3,-4.6,-0.4,0.63,9
